iter	RMSE
227	0.3173991588
228	0.3160751082
229	0.3148030801
230	0.3125920293
231	0.3116012083
232	0.3101894471
233	0.3086683441
234	0.3074327864
235	0.3058936516
236	0.3048068037
237	0.303126804
238	0.3021859115
239	0.3002357844
240	0.2990726463
241	0.297816062
242	0.2969520059
243	0.2955178762
244	0.2947797738
245	0.2935018407
246	0.292567223
247	0.2907408446
248	0.288749234
249	0.287555131
250	0.2868564136
251	0.2854286316
252	0.2842645606
253	0.2826422232
254	0.2806073271
255	0.2793243724
256	0.2779730541
257	0.2761377506
258	0.2744485092
259	0.2732536452
260	0.2722631579
261	0.2710737298
262	0.2701185967
263	0.2684537962
264	0.2669032045
265	0.2661723693
266	0.2645439063
267	0.2634779077
268	0.2619229341
269	0.2608745535
270	0.2593542784
271	0.2583460915
272	0.2573427864
273	0.2555710554
274	0.2540177385
275	0.25250441
276	0.2507937563
277	0.2497033185
278	0.2486539003
279	0.2477367555
280	0.246283449
281	0.2452759684
282	0.2435785406
283	0.2422035639
284	0.2413096315
285	0.2399054642
286	0.2383303446
287	0.236995606
288	0.236052306
289	0.2347627078
290	0.2338566573
291	0.2324793087
292	0.2310567097
293	0.2302975386
294	0.2294052988
295	0.2286636587
296	0.2276763877
297	0.2267491259
298	0.225484531
299	0.2246874682
300	0.2234058449
301	0.222080272
302	0.2207818521
303	0.2199161227
304	0.2192261726
305	0.2180556848
306	0.2172073943
307	0.2160613925
308	0.2149313969
309	0.2142025864
310	0.2133893429
311	0.2122863792
312	0.2114880899
313	0.2107219687
314	0.2099873261
315	0.2092157451
316	0.2081366637
317	0.2075132158
318	0.2064569502
319	0.205707425
320	0.204670467
321	0.203651431
322	0.2026500004
323	0.2012449272
324	0.2002676926
325	0.1993073324
326	0.1980952691
327	0.1967344683
328	0.1954402566
329	0.1941663492
330	0.1932501199
331	0.1920029156
332	0.1907752727
333	0.189929565
334	0.1887270739
335	0.1876272038
336	0.186804609
337	0.1856395129
338	0.1844758958
339	0.1833308239
340	0.1822039803
341	0.1813590087
342	0.1806594189
343	0.1796189896
344	0.1785240888
345	0.177503483
346	0.1768189062
347	0.1761424612
348	0.1752472119
349	0.174395987
350	0.1733373707
351	0.1726745525
352	0.1715642353
353	0.1705357628
354	0.1695860567
355	0.1689600784
356	0.168025875
357	0.1671023368
358	0.1663385241
359	0.165322481
360	0.1644172813
361	0.1635224284
362	0.1625300856
363	0.1616493211
364	0.1607786445
365	0.1599179423
366	0.1590671024
367	0.1582260141
368	0.1573945682
369	0.1563945684
370	0.1555769888
371	0.1548723285
372	0.154067676
373	0.1532722897
374	0.1523090036
375	0.1517429471
376	0.1509648983
377	0.1501958324
378	0.1494356483
379	0.148684246
380	0.1479415271
381	0.1470197711
382	0.1462895469
383	0.1455677835
384	0.1446721888
385	0.1439625641
386	0.1432611832
387	0.1424057655
388	0.1417162799
389	0.1410348102
390	0.140361266
391	0.139695558
392	0.1390375979
393	0.1383872984
394	0.1377445736
395	0.1371093381
396	0.1362797089
397	0.1355843351
398	0.134869735
399	0.1342514444
400	0.1336403857
401	0.1330364774
402	0.1324396391
403	0.1318497911
404	0.1311415519
405	0.1304455374
406	0.1297889744
407	0.1293343405
408	0.1283690634
409	0.1277994771
410	0.1271283846
411	0.1261890852
412	0.125533663
413	0.1248895916
414	0.124268456
415	0.1237152492
416	0.1231684903
417	0.1226281071
418	0.1219942407
419	0.1211006042
420	0.1204842332
421	0.1198785245
422	0.1193543241
423	0.1185169942
424	0.1176925577
425	0.1168807926
426	0.1163749047
427	0.1155903397
428	0.1148069946
429	0.1140356522
430	0.1135473371
431	0.1127916396
432	0.1120475062
433	0.111314738
434	0.1105931401
435	0.1101255109
436	0.1094185576
437	0.1089600034
438	0.1082763653
439	0.1075941215
440	0.1069309764
441	0.1062777987
442	0.1056344189
443	0.1051983886
444	0.1045679723
445	0.1040357341
446	0.1034196985
447	0.1028991364
448	0.1022839549
449	0.1017749755
450	0.1011848663
451	0.1005909745
452	0.1001522956
453	0.09971906285
454	0.09929120929
455	0.09886866874
456	0.09836799423
457	0.09795906761
458	0.09756312876
459	0.09721788391
460	0.09673621169
461	0.09635104282
462	0.0959964532
463	0.09564634972
464	0.09530067514
465	0.09495498794
466	0.09462928773
467	0.09416991531
468	0.09371745907
469	0.09335329749
470	0.09291083205
471	0.09255490244
472	0.09220394271
473	0.09195219925
474	0.09170309406
475	0.09127703378
476	0.09093849685
477	0.09055001785
478	0.09016609939
479	0.08978668318
480	0.08952826092
481	0.08927364062
482	0.08891520425
483	0.08854586083
484	0.08829793808
485	0.08805366935
486	0.08769251966
487	0.08745372515
488	0.08721845054
489	0.08660048592
490	0.08636921563
491	0.08614135591
492	0.08556328805
493	0.0853405298
494	0.08480781908
495	0.084459293
496	0.08393902245
497	0.08342876312
498	0.08309248529
499	0.08276113898
500	0.08242408561
501	0.08207073913
502	0.08173985103
503	0.08139301517
504	0.08107263005
505	0.0804940364
506	0.08015626461
507	0.07969317586
508	0.07936084115
509	0.07904979482
510	0.07876067238
511	0.0784330512
512	0.07811124887
513	0.07780336856
514	0.07752491279
515	0.07721322063
516	0.07694131333
517	0.07663759047
518	0.07633923198
519	0.07607609099
520	0.07578533171
521	0.0755283462
522	0.07517006955
523	0.07471450067
524	0.07442629864
525	0.07407821062
526	0.07363392762
527	0.07319847463
528	0.07291920072
529	0.07258154117
530	0.07225111675
531	0.07197912675
532	0.07165767586
533	0.07123565225
534	0.070822091
535	0.07055343267
536	0.07029083902
537	0.06998152607
538	0.06967886104
539	0.06921831953
540	0.06882007345
541	0.06852872381
542	0.06824365762
543	0.06789806934
544	0.06750477814
545	0.06711946607
546	0.06668012181
547	0.06624761058
548	0.06587049224
549	0.06544602203
550	0.06528052199
551	0.06501621419
552	0.06464982231
553	0.06423808854
554	0.0640781106
555	0.06392062567
556	0.0635653346
557	0.06310695972
558	0.06276037009
559	0.0624208736
560	0.06208832275
561	0.06164263186
562	0.06139556549
563	0.06107163951
564	0.06063752123
565	0.06040479634
566	0.06011217512
567	0.05984651906
568	0.05961572415
569	0.05930496344
570	0.05904572721
571	0.0586272345
572	0.05840470485
573	0.05819333472
574	0.05793442294
575	0.05768106006
576	0.05739887055
577	0.05715326366
578	0.05691291112
579	0.05664126934
580	0.05645678264
581	0.05628264318
582	0.05605234751
583	0.05588225662
584	0.05570137138
585	0.05561684011
586	0.05539526247
587	0.0552238205
588	0.05505528772
589	0.05490779126
590	0.05476282863
591	0.05450744746
592	0.0543652414
593	0.05411401779
594	0.05386662206
595	0.05365984412
596	0.05339091255
597	0.05323957739
598	0.05312736567
599	0.05286244592
600	0.05260090071
601	0.0524473086
602	0.05233779434
603	0.05208015599
604	0.05194723891
605	0.05169283496
606	0.05144168235
607	0.05129425078
608	0.05118882063
609	0.0509414248
610	0.05081309852
611	0.05056881703
612	0.0503276685
613	0.05007005969
614	0.04981825176
615	0.04957211547
616	0.0493315241
617	0.04909635343
618	0.04886648168
619	0.0486417895
620	0.04842215994
621	0.04822170515
622	0.04802631075
623	0.04783584647
624	0.04760672795
625	0.04745950651
626	0.04725085684
627	0.04702830251
628	0.04689647117
629	0.04669456631
630	0.04649721215
631	0.04628807347
632	0.04608322325
633	0.04588257476
634	0.0457079726
635	0.04553311429
636	0.04541021793
637	0.04521613241
638	0.04504606285
639	0.04492647698
640	0.04473787131
641	0.04457921658
642	0.04448451026
643	0.04432242081
644	0.04419684799
645	0.0440766111
646	0.04389163828
647	0.04377351025
648	0.04366224895
649	0.04354680133
650	0.04331005855
651	0.0432171256
652	0.04310888733
653	0.04293028309
654	0.04279464403
655	0.04256394565
656	0.04241806304
657	0.04231381465
658	0.04214160534
659	0.0420100677
660	0.04182045687
661	0.04169079871
662	0.04158687316
663	0.04136497221
664	0.04127793571
665	0.04107869629
666	0.04099388303
667	0.04077627804
668	0.04055875451
669	0.0404767324
670	0.0402337115
671	0.03999437383
672	0.03978323847
673	0.03961338894
674	0.03939616194
675	0.0392075675
676	0.0390977562
677	0.03902023609
678	0.03882139155
679	0.03852022362
680	0.03844213044
681	0.03823307163
682	0.03817844294
683	0.03807479962
684	0.03778232474
685	0.03758716226
686	0.03751141393
687	0.03736867548
688	0.03722921733
689	0.03698480067
690	0.03670426496
691	0.03665419537
692	0.03643731151
693	0.0362661686
694	0.03609824056
695	0.03588528444
696	0.03572119309
697	0.03551139121
698	0.03543982928
699	0.03527972889
700	0.03507332072
701	0.03494447579
702	0.0347408414
703	0.03458722987
704	0.03435124418
705	0.03420029125
706	0.03405073364
707	0.03383027067
708	0.03363573458
709	0.03348978783
710	0.03326515356
711	0.0330912728
712	0.03292118214
713	0.03277901847
714	0.03263816894
715	0.03249862198
716	0.03236036615
717	0.03219639656
718	0.03206000863
719	0.03192488158
720	0.03174381198
721	0.03158523084
722	0.03142408043
723	0.03128920647
724	0.03112870035
725	0.03099786029
726	0.03086822562
727	0.03073978604
728	0.03061253136
729	0.03046432012
730	0.03033876192
731	0.03020509804
732	0.02997893137
733	0.02983529505
734	0.02970234812
735	0.02959904505
736	0.0294354942
737	0.0292704775
738	0.02917023705
739	0.02900742301
740	0.02884904768
741	0.02875272287
742	0.02859336295
743	0.02843588233
744	0.02834212515
745	0.02822844995
746	0.02807388887
747	0.02803910483
748	0.0280048143
749	0.02785405888
750	0.0276771799
751	0.02752929438
752	0.02737995815
753	0.02720083142
754	0.02703055102
755	0.02688767159
756	0.02671629932
757	0.02661163033
758	0.02644327475
759	0.02630340444
760	0.02617462839
761	0.02614169559
762	0.02610922949
763	0.02607722315
764	0.02592282508
765	0.02589124749
766	0.02586011691
767	0.02570788776
768	0.02566933301
769	0.02563134853
770	0.02548124841
771	0.02544379395
772	0.02529581656
773	0.02513572235
774	0.02497821892
775	0.02482316572
776	0.02478007405
777	0.02473766298
778	0.02460830594
779	0.02456665577
780	0.02445865258
781	0.02441778213
782	0.02431215765
783	0.02426207896
784	0.02417072543
785	0.02410240497
786	0.02397350543
787	0.02387125318
788	0.02382427343
789	0.02373779724
790	0.02365848067
791	0.02353556564
792	0.02349069042
793	0.02337467707
794	0.02325026931
795	0.02317384747
796	0.02305391562
797	0.02301006299
798	0.02294608588
799	0.02283304984
800	0.02276399942
801	0.02272186841
802	0.0226101746
803	0.02254316603
804	0.02243285075
805	0.02236744124
806	0.02225848526
807	0.0221930809
808	0.02213064153
809	0.02202305421
810	0.02188513973
811	0.02174929859
812	0.02164393168
813	0.02149674671
814	0.02135176431
815	0.0212912022
816	0.02118843268
817	0.02104667509
818	0.02090704642
819	0.02082495401
820	0.02076686959
821	0.02066668974
822	0.02058674705
823	0.02052626619
824	0.02042731079
825	0.02037273396
826	0.0203180214
827	0.02022029474
828	0.02014369702
829	0.02004716806
830	0.01999002978
831	0.0199385924
832	0.01984323239
833	0.0197687378
834	0.01971468361
835	0.01968682933
836	0.01959284943
837	0.01952042586
838	0.01949311611
839	0.01946623842
840	0.01937350344
841	0.01934535981
842	0.01931768995
843	0.01919107081
844	0.01916547092
845	0.01907444655
846	0.01904774945
847	0.01892397053
848	0.01889790473
849	0.01877618474
850	0.01875073238
851	0.01872679401
852	0.01860724951
853	0.01858268258
854	0.01846512614
855	0.01844214773
856	0.01841953794
857	0.01833190052
858	0.01830846015
859	0.01819367688
860	0.01817078662
861	0.01805791253
862	0.01803555659
863	0.01801440365
864	0.01792884617
865	0.01790711822
866	0.01779820283
867	0.01777675459
868	0.0176927794
869	0.01767168885
870	0.01756296839
871	0.01754236971
872	0.01752211656
873	0.01741569982
874	0.01739625013
875	0.01731911226
876	0.01729929334
877	0.0172798069
878	0.01717523956
879	0.01709933101
880	0.01708003626
881	0.01706151454
882	0.01695884323
883	0.01688417135
884	0.0168652857
885	0.01684470878
886	0.01682691121
887	0.01675292391
888	0.0166525903
889	0.01663253962
890	0.01661281684
891	0.01651384244
892	0.01649441549
893	0.01642212742
894	0.01640299141
895	0.01633784002
896	0.01627421231
897	0.01620986612
898	0.01618669462
899	0.01616390776
900	0.016093561
901	0.01607110194
902	0.01597592298
903	0.0159141685
904	0.01585156196
905	0.01582943483
906	0.0158076741
907	0.01571543856
908	0.01570338165
909	0.01564184176
910	0.0155818129
911	0.0155698706
912	0.01550904798
913	0.01549721558
914	0.0154382873
915	0.01537817137
916	0.01536644953
917	0.01533479659
918	0.01527531397
919	0.01524411667
920	0.01522334947
921	0.01515154868
922	0.01512091839
923	0.01503193867
924	0.01500180682
925	0.01490922131
926	0.01487964131
927	0.01479268599
928	0.01476358374
929	0.01467330731
930	0.01464473611
931	0.01455974613
932	0.01453163299
933	0.0144436058
934	0.01441600384
935	0.0143329222
936	0.01430575959
937	0.01427894264
938	0.0141932531
939	0.0141120254
940	0.01408577691
941	0.01405986198
942	0.01398863214
943	0.01396310324
944	0.01389294924
945	0.01386779892
946	0.01378903292
947	0.01376427938
948	0.01373984039
949	0.01367134566
950	0.0136410266
951	0.01361718277
952	0.01359364177
953	0.01352634442
954	0.01349708098
955	0.01348628178
956	0.01346336098
957	0.01339713511
958	0.01336867904
959	0.01334067298
960	0.01333003316
961	0.0133195247
962	0.01324931496
963	0.01322175226
964	0.01321143854
965	0.013198366
966	0.01318826568
967	0.01311934078
968	0.01309220564
969	0.01307872391
970	0.01306888643
971	0.01301228269
972	0.01294274558
973	0.01292187548
974	0.01285563141
975	0.01278769382
976	0.01276733196
977	0.01271361743
978	0.01264736978
979	0.01258235058
980	0.01251836187
981	0.01249874527
982	0.01243521698
983	0.01237240278
984	0.01236305278
985	0.01230084152
986	0.0122915923
987	0.01222993644
988	0.01216901363
989	0.01215991397
990	0.01209934617
991	0.01203968408
992	0.01203073174
993	0.01202189104
994	0.01196551033
995	0.01191803745
996	0.01190947593
997	0.01188436965
998	0.01183775436
999	0.01178595211
